propertyCode;thumbnail;externalReference;numPhotos;floor;price;propertyType;operation;size;exterior;rooms;bathrooms;address;province;municipality;district;country;latitude;longitude;showAddress;url;hasVideo;status;newDevelopment;hasLift
85947907;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9d/cf/ea/724549937.jpg;KRO00627;9;NA;2700.0;flat;rent;145.0;False;3;2;Portals Nous - Bendinat;Balears (Illes);Calvià;Portals Nous - Bendinat;es;39.5326513;2.5756759;False;https://www.idealista.com/inmueble/85947907/;False;NA;False;NA
85950390;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/63/52/679480493.jpg;40;19;1;1700.0;flat;rent;160.0;True;2;2;AMETLER s/n;Balears (Illes);Llucmajor;Son Verí;es;39.493826;2.7431356;True;https://www.idealista.com/inmueble/85950390/;False;good;False;True
26348917;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/42/87/40950939.jpg;f-100;13;bj;1300.0;flat;rent;95.0;True;2;2;barrio La Bonanova - Porto Pi;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5534438;2.6222117;False;https://www.idealista.com/inmueble/26348917/;False;good;False;True
85957167;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/a3/06/679632759.jpg;5341;27;NA;2500.0;countryHouse;rent;125.0;False;3;2;Camino son marrano s/n;Balears (Illes);Llucmajor;Llucmajor Interior;es;39.4725681;2.9088209;True;https://www.idealista.com/inmueble/85957167/;False;good;False;NA
85957476;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/f1/80/679641309.jpg;NA;21;1;2250.0;flat;rent;134.0;False;2;2;Calle Gran Via, 07180 El Toro, Illes Balears;Balears (Illes);Calvià;El Toro;es;39.4894596;2.4790243;False;https://www.idealista.com/inmueble/85957476/;False;good;False;True
85958042;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/4a/26/679655282.jpg;NA;10;2;1600.0;flat;rent;80.0;True;2;1;Marina Botafoc - Talamanca;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.9119257;1.4493169;False;https://www.idealista.com/inmueble/85958042/;False;good;False;False
85958488;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/61/e2/679667094.jpg;NA;43;NA;1950.0;countryHouse;rent;210.0;False;5;2;Calvià pueblo;Balears (Illes);Calvià;Calvià pueblo;es;39.5773897;2.4682579;False;https://www.idealista.com/inmueble/85958488/;True;good;False;NA
85959768;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/ca/4d/679975249.jpg;NA;15;NA;2500.0;chalet;rent;110.0;False;3;2;Sant Antoni de Portmany;Balears (Illes);Sant Antoni de Portmany;NA;es;38.9719809;1.3256486;False;https://www.idealista.com/inmueble/85959768/;False;renew;False;NA
85961155;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/23/59/679717085.jpg;NA;40;bj;1300.0;duplex;rent;115.0;True;2;2;Margaluz s/n;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5534179;2.6035799;True;https://www.idealista.com/inmueble/85961155/;False;good;False;False
85973102;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/24/89/679967236.jpg;1181 0049;10;bj;1700.0;flat;rent;120.0;True;3;2;Cas Catala;Balears (Illes);Calvià;Cas Catala;es;39.5490815;2.5876622;False;https://www.idealista.com/inmueble/85973102/;False;good;False;False
81440165;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/1d/ce/679969452.jpg;TC113;20;1;1950.0;flat;rent;102.0;True;2;2;barrio Coll d'En Rabassa;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5523704;2.6909013;False;https://www.idealista.com/inmueble/81440165/;False;good;False;True
85980986;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/9f/42/680132807.jpg;000428;15;2;1000.0;flat;rent;50.0;True;1;1;Calle Reverend Francesc Sitjar;Balears (Illes);Palma de Mallorca;Son Oliva - Plaza Toros - Camp Redó;es;39.5836904;2.6467103;False;https://www.idealista.com/inmueble/85980986/;False;good;False;True
85958167;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/c3/6c/724642399.jpg;AA1274;5;NA;700.0;flat;rent;84.0;False;1;1;Alqueria Blanca;Balears (Illes);Alqueria Blanca;NA;es;39.3882861;3.1632923;False;https://www.idealista.com/inmueble/85958167/;False;NA;False;NA
85992936;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/2b/54/680424553.jpg;A1542;25;6;4000.0;flat;rent;320.0;True;5;5;Paseo Mallorca;Balears (Illes);Palma de Mallorca;Es Forti - Son Cotoner - Son Dameto;es;39.5748121;2.6416408;False;https://www.idealista.com/inmueble/85992936/;False;good;False;True
85994649;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/f9/3b/680462121.jpg;020FL;57;NA;2200.0;chalet;rent;200.0;False;4;2;Orquideas;Balears (Illes);Palmanyola;NA;es;39.6612247;2.6683155;False;https://www.idealista.com/inmueble/85994649/;False;good;False;NA
85995198;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/30/96/680473853.jpg;P-4769;15;1;900.0;flat;rent;90.0;True;3;2;S'Arenal;Balears (Illes);Llucmajor;S'Arenal;es;39.5013144;2.7521332;False;https://www.idealista.com/inmueble/85995198/;False;good;False;True
83174972;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/91/b4/612766843.jpg;KRO00405;11;NA;1200.0;flat;rent;80.0;False;2;1;Palmanova;Balears (Illes);Calvià;Palmanova;es;39.5250802;2.5416393;False;https://www.idealista.com/inmueble/83174972/;False;NA;False;NA
86002247;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/a6/d7/680710448.jpg;KRO00633;39;NA;4800.0;chalet;rent;320.0;False;5;6;Calvià pueblo;Balears (Illes);Calvià;Calvià pueblo;es;39.5244107;2.4913281;False;https://www.idealista.com/inmueble/86002247/;False;NA;False;NA
84181306;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/25/d4/633491494.jpg;KRO00482;9;NA;1600.0;flat;rent;103.0;False;2;2;Santa Ponça;Balears (Illes);Calvià;Santa Ponça;es;39.5160882;2.480288;False;https://www.idealista.com/inmueble/84181306/;False;NA;False;NA
86005141;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/db/f0/680791419.jpg;kro00612;22;NA;3900.0;chalet;rent;1800.0;False;7;7;Peguera;Balears (Illes);Calvià;Peguera;es;39.53659;2.44897;False;https://www.idealista.com/inmueble/86005141/;False;NA;False;NA
86005162;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/9f/55/680791389.jpg;KRO00634;24;NA;2500.0;chalet;rent;330.0;False;5;2;Palmanyola;Balears (Illes);Palmanyola;NA;es;39.66354;2.67269;False;https://www.idealista.com/inmueble/86005162/;False;NA;False;NA
85995619;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/76/5b/680483076.jpg;000731;20;1;1100.0;flat;rent;145.0;True;3;2;Porreres;Balears (Illes);Porreres;NA;es;39.5165618;3.0209479;False;https://www.idealista.com/inmueble/85995619/;False;good;False;False
39582194;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/7f/12/658708332.jpg;AP0219;16;NA;8300.0;flat;rent;108.0;False;2;2;Marina Botafoc - Talamanca;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.917231;1.4428698;False;https://www.idealista.com/inmueble/39582194/;False;NA;False;True
81699934;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/90/60/582616676.jpg;P145-A;22;NA;1000.0;countryHouse;rent;300.0;False;4;1;Lloret de Vista Alegre;Balears (Illes);Lloret de Vista Alegre;NA;es;39.6178137;2.9746473;False;https://www.idealista.com/inmueble/81699934/;False;good;False;NA
86021018;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/2d/7f/681311412.jpg;KRO00635;11;6;1300.0;flat;rent;125.0;False;4;2;barrio La Seu - Cort - Monti-Sion;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5662993;2.6511299;False;https://www.idealista.com/inmueble/86021018/;False;NA;False;True
86027137;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/e1/66/681529296.jpg;NA;8;4;1000.0;penthouse;rent;80.0;True;2;2;Francisco sancho;Balears (Illes);Palma de Mallorca;Sa Indiotería - Son Castelló;es;39.5965224;2.6589458;False;https://www.idealista.com/inmueble/86027137/;False;good;False;True
86028619;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/92/e7/681568424.jpg;NA;21;3;1500.0;penthouse;rent;175.0;True;3;2;barrio Zona Colegios - Son Moix;Balears (Illes);Palma de Mallorca;La Vileta - Son Rapinya;es;39.5866328;2.6224432;False;https://www.idealista.com/inmueble/86028619/;False;good;False;True
86029619;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/40/4e/681593083.jpg;00144;41;NA;1800.0;countryHouse;rent;200.0;False;4;2;Diseminado Son Agulló;Balears (Illes);Binissalem;NA;es;39.6833076;2.902728;False;https://www.idealista.com/inmueble/86029619/;False;good;False;NA
86032203;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/40/f6/681650316.jpg;NA;29;NA;1700.0;chalet;rent;220.0;False;5;3;Ma-5101, 73;Balears (Illes);Porreres;NA;es;39.5183008;3.0310901;True;https://www.idealista.com/inmueble/86032203/;False;good;False;NA
86032519;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/a2/8e/681657993.jpg;P-2764;21;2;1200.0;flat;rent;90.0;True;3;1;barrio La Missio - Mercat;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.577523;2.6504395;False;https://www.idealista.com/inmueble/86032519/;False;good;False;True
86034709;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/1d/21/681733199.jpg;1510;17;NA;2800.0;flat;rent;125.0;False;2;2;Paseo Joan Carles I;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.9143395;1.4451375;False;https://www.idealista.com/inmueble/86034709/;False;NA;False;True
39282774;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/11/ab/257102428.jpg;R1242;11;4;2600.0;flat;rent;170.0;True;4;2;Avenida de Joan Miró;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5576328;2.6237436;False;https://www.idealista.com/inmueble/39282774/;False;good;False;True
86010670;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/16/4f/680929719.jpg;A139;28;NA;3500.0;chalet;rent;370.0;False;4;4;barrio Sa Casa Blanca - Puntiró;Balears (Illes);Palma de Mallorca;Son Ferriol - Sant Jordi;es;39.60753;2.79975;False;https://www.idealista.com/inmueble/86010670/;False;NA;False;NA
86044063;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/d7/a2/682068109.jpg;NA;16;NA;1400.0;countryHouse;rent;180.0;False;3;2;Campanet;Balears (Illes);Campanet;NA;es;39.7700939;2.9607337;False;https://www.idealista.com/inmueble/86044063/;False;good;False;NA
40221028;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/d6/37/276142402.jpg;NA;23;NA;2000.0;chalet;rent;400.0;False;4;3;Calle Pedro Bonnín, 4;Balears (Illes);Sant Llorenç Des Cardassar;NA;es;39.6158259;3.2883974;True;https://www.idealista.com/inmueble/40221028/;False;good;False;NA
86061958;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/92/1d/682528113.jpg;M274;30;5;1300.0;flat;rent;80.0;True;2;2;Cala Vinyes;Balears (Illes);Calvià;Cala Vinyes;es;39.4951261;2.5369214;False;https://www.idealista.com/inmueble/86061958/;False;good;False;True
85591832;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/12/c5/683027237.jpg;LT17;77;NA;4500.0;chalet;rent;500.0;False;4;4;Diseminado Poligono 9;Balears (Illes);Sant Josep de Sa Talaia;Sant Josep;es;38.9160902;1.3132463;False;https://www.idealista.com/inmueble/85591832/;False;good;False;NA
86008515;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/98/cf/680875352.jpg;A114;19;NA;1700.0;chalet;rent;320.0;False;4;3;Sa Cabana - Can Carbonell - Ses Cases Noves;Balears (Illes);Marratxi;Sa Cabana - Can Carbonell - Ses Cases Noves;es;39.6113689;2.6988397;False;https://www.idealista.com/inmueble/86008515/;False;good;False;NA
86075157;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/14/da/682926164.jpg;KRO00631;11;NA;1200.0;flat;rent;80.0;False;2;1;Palmanova;Balears (Illes);Calvià;Palmanova;es;39.5264802;2.5418393;False;https://www.idealista.com/inmueble/86075157/;False;NA;False;NA
86075158;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/b7/a1/682926191.jpg;KRO00637;7;NA;1200.0;chalet;rent;120.0;False;3;2;Sant Elm;Balears (Illes);Andratx;Sant Elm;es;39.577711;2.3519648;False;https://www.idealista.com/inmueble/86075158/;False;NA;False;NA
86084249;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/ee/47/683129691.jpg;A141;13;NA;2000.0;countryHouse;rent;250.0;False;5;4;Binissalem;Balears (Illes);Binissalem;NA;es;39.6911409;2.8430734;False;https://www.idealista.com/inmueble/86084249/;False;NA;False;NA
86090399;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/15/74/683308586.jpg;KRO00599;10;NA;1500.0;flat;rent;100.0;False;3;2;barrio Ses Cadenes-Arenal;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5094;2.75531;False;https://www.idealista.com/inmueble/86090399/;False;NA;False;NA
86092719;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/14/50/683339864.jpg;H223;15;NA;2000.0;chalet;rent;150.0;False;3;2;Puig Den Valls;Balears (Illes);Santa Eulalia del Río;Puig Den Valls;es;38.9274609;1.4332214;False;https://www.idealista.com/inmueble/86092719/;False;NA;False;NA
86061104;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/9f/40/683071968.jpg;3521-00140;18;2;1800.0;flat;rent;141.0;True;4;3;Avenida Picasso;Balears (Illes);Palma de Mallorca;Sta Catalina - Son Armadans - Maritim;es;39.5759795;2.6245805;False;https://www.idealista.com/inmueble/86061104/;True;good;False;True
86104620;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/fb/98/728794671.jpg;01622;34;bj;2000.0;countryHouse;rent;160.0;False;3;2;Binissalem;Balears (Illes);Binissalem;NA;es;39.6842965;2.846233;False;https://www.idealista.com/inmueble/86104620/;False;good;False;NA
86105718;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/a1/cc/683696947.jpg;001051;14;bj;3000.0;flat;rent;155.0;False;4;3;Port d'Andratx;Balears (Illes);Andratx;Port d'Andratx;es;39.5508165;2.3833249;False;https://www.idealista.com/inmueble/86105718/;False;good;False;False
86105894;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/06/77/683704122.jpg;KRO00638;9;NA;4000.0;flat;rent;106.0;False;3;2;Port d'Andratx;Balears (Illes);Andratx;Port d'Andratx;es;39.5482482;2.3784322;False;https://www.idealista.com/inmueble/86105894/;False;NA;False;NA
86113320;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b2/f5/8c/683975092.jpg;R19A227;56;NA;6500.0;chalet;rent;580.0;False;6;5;Calle de cala Vadella;Balears (Illes);Sant Josep de Sa Talaia;Cala Vedella - Cala Tarida - Cala Conta;es;38.8912747;1.2199548;False;https://www.idealista.com/inmueble/86113320/;False;good;False;NA
86115446;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/2a/f6/724879946.jpg;MS-1929;19;bj;950.0;chalet;rent;85.0;False;2;2;barrio L'Olivera - Amanecer;Balears (Illes);Palma de Mallorca;Son Oliva - Plaza Toros - Camp Redó;es;39.5894409;2.6574324;False;https://www.idealista.com/inmueble/86115446/;False;NA;False;NA
86126695;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/31/db/684451926.jpg;NA;26;NA;1400.0;chalet;rent;100.0;False;2;1;Avenida Central, 13;Balears (Illes);Calvià;El Toro;es;39.490165;2.4821703;True;https://www.idealista.com/inmueble/86126695/;False;good;False;NA
86127457;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/5f/df/684470766.jpg;B35873;18;6;2500.0;flat;rent;200.0;True;4;3;barrio Paseo Marítimo;Balears (Illes);Palma de Mallorca;Sta Catalina - Son Armadans - Maritim;es;39.5678017;2.6334197;False;https://www.idealista.com/inmueble/86127457/;False;good;False;True
86131735;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/25/99/686225634.jpg;00192;16;3;1250.0;flat;rent;150.0;True;4;3;Port d'Alcúdia - Platja d'Alcúdia;Balears (Illes);Alcúdia;Port d'Alcúdia - Platja d'Alcúdia;es;39.8284891;3.1174155;False;https://www.idealista.com/inmueble/86131735/;False;good;False;True
86135937;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/0a/26/684705570.jpg;EA605;14;NA;1800.0;flat;rent;130.0;False;2;1;barrio Sta Catalina - El Jonquet;Balears (Illes);Palma de Mallorca;Sta Catalina - Son Armadans - Maritim;es;39.5710809;2.6364427;False;https://www.idealista.com/inmueble/86135937/;False;NA;False;NA
86137993;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/fd/74/684758694.jpg;NA;16;4;1200.0;flat;rent;80.0;True;2;1;Palmanova;Balears (Illes);Calvià;Palmanova;es;39.5240166;2.5377702;False;https://www.idealista.com/inmueble/86137993/;True;good;False;True
86138374;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/d4/19/684764471.jpg;306;24;1;4000.0;flat;rent;180.0;True;3;3;Paseo Joan Carles I, 27;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.9163528;1.4446395;True;https://www.idealista.com/inmueble/86138374/;False;good;False;True
84343074;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/9a/fa/637012253.jpg;207;14;6;3200.0;penthouse;rent;150.0;True;2;2;Paseo Joan Carles I, 1005;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.9154679;1.444146;True;https://www.idealista.com/inmueble/84343074/;False;good;False;True
86139865;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/de/e7/684791928.jpg;#76a;9;2;1050.0;flat;rent;50.0;True;1;1;Hostal de santany, 7;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5709816;2.6552778;True;https://www.idealista.com/inmueble/86139865/;False;good;False;True
86143643;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/c0/38/684880263.jpg;LESPALMA;10;3;1500.0;flat;rent;125.0;False;3;2;barrio La Missio - Mercat;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5714554;2.6533328;False;https://www.idealista.com/inmueble/86143643/;False;good;False;True
86143845;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/8a/2e/684886670.jpg;NA;16;4;3750.0;flat;rent;100.0;False;2;2;Paseo juan carlos 1, 27;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.916145;1.444459;True;https://www.idealista.com/inmueble/86143845/;False;good;False;True
35953211;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cf/68/2d/728375330.jpg;MCM00015;28;bj;3900.0;countryHouse;rent;300.0;False;5;5;Carretera Alaró;Balears (Illes);Lloseta;NA;es;39.7166153;2.8619555;False;https://www.idealista.com/inmueble/35953211/;False;good;False;NA
86153147;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/e0/20/685130817.jpg;KRO00644;11;NA;2500.0;flat;rent;210.0;False;4;2;barrio La Bonanova - Porto Pi;Balears (Illes);Palma de Mallorca;Genova - Bonanova - Sant Agustí;es;39.5560778;2.6225855;False;https://www.idealista.com/inmueble/86153147/;False;NA;False;NA
86157115;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/fb/c4/729343706.jpg;B44574L;20;NA;2500.0;flat;rent;95.0;True;3;2;Marina Botafoc - Talamanca;Balears (Illes);Eivissa;Marina Botafoc - Talamanca;es;38.9195232;1.4433624;False;https://www.idealista.com/inmueble/86157115/;False;NA;False;NA
30589999;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/df/db/697647027.jpg;Valdemosa1000;50;NA;3500.0;chalet;rent;442.0;False;5;4;Gerorge Sand, 88;Balears (Illes);Valldemossa;NA;es;39.708924;2.622253;True;https://www.idealista.com/inmueble/30589999/;False;good;False;NA
86157104;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/29/b1/bf/685184580.jpg;A49929L;12;3;3500.0;flat;rent;60.0;True;1;1;Centro - S'Eixample - Can Misses;Balears (Illes);Eivissa;Centro - S'Eixample - Can Misses;es;38.9068343;1.4288636;False;https://www.idealista.com/inmueble/86157104/;False;good;False;True
86157107;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/ec/dd/704306782.jpg;A49429L;14;NA;3350.0;flat;rent;110.0;True;3;2;Jesús/Nuestra Señora de Jesús;Balears (Illes);Santa Eulalia del Río;Jesús/Nuestra Señora de Jesús;es;38.92105;1.47565;False;https://www.idealista.com/inmueble/86157107/;False;NA;False;NA
40453310;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/b2/3e/685266372.jpg;3-32MM;9;3;1000.0;flat;rent;110.0;True;3;1;barrio Rafal Vell;Balears (Illes);Palma de Mallorca;Rafal - Son Forteza;es;39.5877451;2.6783696;False;https://www.idealista.com/inmueble/40453310/;False;good;False;True
84704412;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/c7/78/644999628.jpg;PISO RAFAL;8;2;1000.0;flat;rent;110.0;True;3;1;virgen de montserrat;Balears (Illes);Palma de Mallorca;Rafal - Son Forteza;es;39.5802885;2.6778821;False;https://www.idealista.com/inmueble/84704412/;False;good;False;False
84186485;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/79/b5/633613543.jpg;1058;18;7;1350.0;flat;rent;110.0;True;3;2;Calle Cecilio Metelo;Balears (Illes);Palma de Mallorca;Ciutat Antigua;es;39.5784159;2.6526462;False;https://www.idealista.com/inmueble/84186485/;False;good;False;True
86164607;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/57/62/685261710.jpg;GABRIEL ROCA ALQ;34;4;2500.0;flat;rent;220.0;True;4;3;Avenida de Gabriel Roca;Balears (Illes);Palma de Mallorca;Sta Catalina - Son Armadans - Maritim;es;39.5687288;2.6326562;False;https://www.idealista.com/inmueble/86164607/;False;good;False;True
86164604;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/10/2f/685262736.jpg;TMD15048;22;1;2700.0;flat;rent;190.0;True;5;3;Calle Miguel de Cervantes;Balears (Illes);Calvià;Portals Nous - Bendinat;es;39.5347748;2.5698518;False;https://www.idealista.com/inmueble/86164604/;False;good;False;False
86033994;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/73/f4/684389755.jpg;S1543;8;4;1200.0;flat;rent;80.0;True;2;1;Calle miquel de los santos oliver;Balears (Illes);Calvià;Palmanova;es;39.5273166;2.5392702;False;https://www.idealista.com/inmueble/86033994/;False;good;False;True
86168450;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/61/c7/685361832.jpg;1507;21;NA;2500.0;chalet;rent;190.0;False;3;4;Avenida Mar;Balears (Illes);Santa Eulalia del Río;Jesús/Nuestra Señora de Jesús;es;38.9393316;1.4959698;False;https://www.idealista.com/inmueble/86168450/;False;NA;False;NA
86168737;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/7c/b6/717160171.jpg;S1549;15;bj;3000.0;flat;rent;160.0;True;3;3;Calle raixa;Balears (Illes);Palma de Mallorca;Son Vida;es;39.593681;2.5932638;False;https://www.idealista.com/inmueble/86168737/;False;good;False;True
86169145;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/b2/50/685383424.jpg;NA;10;1;1200.0;flat;rent;60.0;True;2;1;Cannes;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.50567;2.75478;False;https://www.idealista.com/inmueble/86169145/;False;good;False;False
86176645;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/e7/26/685599538.jpg;APIS0584;20;3;2150.0;flat;rent;112.0;True;2;2;barrio Coll d'En Rabassa;Balears (Illes);Palma de Mallorca;Playa de Palma;es;39.5531726;2.6910971;False;https://www.idealista.com/inmueble/86176645/;False;good;False;True
86176656;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/99/3d/685599579.jpg;ACHA0583;20;NA;2700.0;chalet;rent;240.0;False;4;3;Calle d'Orió;Balears (Illes);Llucmajor;Badia Blava-Badia Gran-Tolleric;es;39.4347929;2.7513733;False;https://www.idealista.com/inmueble/86176656/;False;good;False;NA
86178116;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/b0/38/685635685.jpg;ALQNAD;32;NA;3200.0;countryHouse;rent;450.0;False;6;5;C-717;Balears (Illes);Campos;NA;es;39.4319752;3.0186924;False;https://www.idealista.com/inmueble/86178116/;False;good;False;NA
86178460;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/82/cf/685641723.jpg;ALQCAS1400;20;NA;1400.0;chalet;rent;2200.0;False;4;2;DES RECO;Balears (Illes);Campos;NA;es;39.4292889;3.0228007;False;https://www.idealista.com/inmueble/86178460/;False;good;False;NA
85434158;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/ac/d8/662425941.jpg;Tanit real estate;22;6;900.0;penthouse;rent;100.0;True;1;1;Pasaje San Lorenzo;Balears (Illes);Santa Eulalia del Río;Santa Eulalia del Río;es;38.98159;1.53711;False;https://www.idealista.com/inmueble/85434158/;False;good;False;True
81777072;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/aa/a0/584225855.jpg;SON VELA;31;NA;1500.0;countryHouse;rent;150.0;False;4;3;Son Vela, 07630 CAMPOS;Balears (Illes);Campos;NA;es;39.3730044;3.0284652;False;https://www.idealista.com/inmueble/81777072/;False;good;False;NA
86180887;https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/c7/56/685688756.jpg;P-3833;16;2;900.0;flat;rent;90.0;True;3;1;Sa Torre;Balears (Illes);Llucmajor;Sa Torre;es;39.4440222;2.7563991;False;https://www.idealista.com/inmueble/86180887/;False;good;False;False
